Qstorage_d_data
time,flow2qs
2012-01-01 00:00:00,-69.19416287210879
2012-01-01 00:15:00,50.00611739457645
2012-01-01 00:30:00,-4.029354786315537
2012-01-01 00:45:00,-61.58612112436805
2012-01-01 01:00:00,-200
2012-01-01 01:15:00,-200
2012-01-01 01:30:00,-93.59212587909207
2012-01-01 01:45:00,-200
2012-01-01 02:00:00,-116.54655731922651
2012-01-01 02:15:00,-16.04233803855925
2012-01-01 02:30:00,23.904397009674398
2012-01-01 02:45:00,117.19996566170116
2012-01-01 03:00:00,148.57605963769643
2012-01-01 03:15:00,207.4034217846457
2012-01-01 03:30:00,157.33156308438006
2012-01-01 03:45:00,335.8923852206359
2012-01-01 04:00:00,166.16011639781573
2012-01-01 04:15:00,267.81708699341044
2012-01-01 04:30:00,73.64263462798468
2012-01-01 04:45:00,6.439369042499493
2012-01-01 05:00:00,84.71277838725524
2012-01-01 05:15:00,174.52669984405406
2012-01-01 05:30:00,30.934953545137432
2012-01-01 05:45:00,144.64757499602803
2012-01-01 06:00:00,125.85057356803003
2012-01-01 06:15:00,230.1106339061472
2012-01-01 06:30:00,55.5145710046736
2012-01-01 06:45:00,-140.19778710491488
2012-01-01 07:00:00,-89.28214721205049
2012-01-01 07:15:00,-200
2012-01-01 07:30:00,-40.09184665820828
2012-01-01 07:45:00,-45.4383045632338
2012-01-01 08:00:00,-200
2012-01-01 08:15:00,-57.92917422375433
2012-01-01 08:30:00,75.06200816332313
2012-01-01 08:45:00,-47.0074151130306
2012-01-01 09:00:00,29.32607525656387
2012-01-01 09:15:00,122.3722096141695
2012-01-01 09:30:00,231.4142867514937
2012-01-01 09:45:00,387.24768880347983
2012-01-01 10:00:00,284.3129951875528
2012-01-01 10:15:00,234.25636793225453
2012-01-01 10:30:00,374.8351667998463
2012-01-01 10:45:00,262.04380363352203
2012-01-01 11:00:00,387.13001292416214
2012-01-01 11:15:00,293.4748986966978
2012-01-01 11:30:00,107.88283128261128
2012-01-01 11:45:00,297.9791977895818
2012-01-01 12:00:00,187.80645906902862
2012-01-01 12:15:00,-3.2882366297666294
2012-01-01 12:30:00,-150.23630896342428
2012-01-01 12:45:00,-200
2012-01-01 13:00:00,-125.19379198037825
2012-01-01 13:15:00,74.62901090801563
2012-01-01 13:30:00,99.17013715843456
2012-01-01 13:45:00,21.447309599922733
2012-01-01 14:00:00,40.08321669704122
2012-01-01 14:15:00,88.38622031049718
2012-01-01 14:30:00,269.45317746255387
2012-01-01 14:45:00,71.01582584192724
2012-01-01 15:00:00,-64.87457808185201
2012-01-01 15:15:00,-200
2012-01-01 15:30:00,-103.37576653258327
2012-01-01 15:45:00,-200
2012-01-01 16:00:00,-73.79907135558545
2012-01-01 16:15:00,-10.959293132899006
2012-01-01 16:30:00,-11.301231187889016
2012-01-01 16:45:00,-10.202662134834299
2012-01-01 17:00:00,-155.7895972077346
2012-01-01 17:15:00,-182.05282263999175
2012-01-01 17:30:00,-200
2012-01-01 17:45:00,-200
2012-01-01 18:00:00,-200
2012-01-01 18:15:00,-99.68732186944607
2012-01-01 18:30:00,-144.5979308792851
2012-01-01 18:45:00,-137.07467002372252
2012-01-01 19:00:00,-200
2012-01-01 19:15:00,-99.40936935208293
2012-01-01 19:30:00,72.68216856268964
2012-01-01 19:45:00,-73.78594521347244
2012-01-01 20:00:00,-36.03128587442521
2012-01-01 20:15:00,-48.764046247192425
2012-01-01 20:30:00,52.12848582314359
2012-01-01 20:45:00,137.72462612775996
2012-01-01 21:00:00,285.63149884855136
2012-01-01 21:15:00,370.7125440324749
2012-01-01 21:30:00,179.4323614136982
2012-01-01 21:45:00,0.7285966511928734
2012-01-01 22:00:00,60.89737033607568
2012-01-01 22:15:00,-109.5240115360667
2012-01-01 22:30:00,-100.61036395597199
2012-01-01 22:45:00,5.263069073660006
2012-01-01 23:00:00,-100.91044713409403
2012-01-01 23:15:00,-55.71447401443396
2012-01-01 23:30:00,-200
2012-01-01 23:45:00,-200
2012-01-02 00:00:00,-200
2012-01-02 00:15:00,-200
2012-01-02 00:30:00,-176.4246644987909
2012-01-02 00:45:00,-147.77557933756697
2012-01-02 01:00:00,-126.68587787383231
2012-01-02 01:15:00,-121.52944704652347
2012-01-02 01:30:00,51.82909908076826
2012-01-02 01:45:00,-103.75765490939179
2012-01-02 02:00:00,-74.3530353736812
2012-01-02 02:15:00,-134.5346223230403
2012-01-02 02:30:00,-168.84798832581168
2012-01-02 02:45:00,-200
2012-01-02 03:00:00,-200
2012-01-02 03:15:00,-200
2012-01-02 03:30:00,-37.77263512549854
2012-01-02 03:45:00,121.84545157213574
2012-01-02 04:00:00,271.29452665039065
2012-01-02 04:15:00,190.21415318309246
2012-01-02 04:30:00,3.7491364614898544
2012-01-02 04:45:00,-151.70825318734967
2012-01-02 05:00:00,-25.377351022775372
2012-01-02 05:15:00,82.87640408871755
2012-01-02 05:30:00,168.07507109216198
2012-01-02 05:45:00,342.1826627103918
2012-01-02 06:00:00,400
2012-01-02 06:15:00,400
2012-01-02 06:30:00,400
2012-01-02 06:45:00,218.79926864794572
2012-01-02 07:00:00,332.7316373395802
2012-01-02 07:15:00,328.836882433469
2012-01-02 07:30:00,273.9956181058104
2012-01-02 07:45:00,232.0288686179879
2012-01-02 08:00:00,261.7597609797108
2012-01-02 08:15:00,203.54112661707364
2012-01-02 08:30:00,345.1964331261525
2012-01-02 08:45:00,207.98762179681552
2012-01-02 09:00:00,231.42281032477962
2012-01-02 09:15:00,346.4728635859165
2012-01-02 09:30:00,187.49312783486056
2012-01-02 09:45:00,72.5524306628754
2012-01-02 10:00:00,223.9250503055306
2012-01-02 10:15:00,73.93212929543398
2012-01-02 10:30:00,176.22381895934512
2012-01-02 10:45:00,324.31590289076127
2012-01-02 11:00:00,210.34584884091555
2012-01-02 11:15:00,325.9445177212438
2012-01-02 11:30:00,376.13349277944866
2012-01-02 11:45:00,400
2012-01-02 12:00:00,215.74570276362311
2012-01-02 12:15:00,160.53007989167958
2012-01-02 12:30:00,25.6149842963745
2012-01-02 12:45:00,-99.2643307233797
2012-01-02 13:00:00,-27.431193716171705
2012-01-02 13:15:00,-148.21271898164377
2012-01-02 13:30:00,-185.59701795768183
2012-01-02 13:45:00,-104.51490490253201
2012-01-02 14:00:00,-200
2012-01-02 14:15:00,-200
2012-01-02 14:30:00,-200
2012-01-02 14:45:00,-200
2012-01-02 15:00:00,-200
2012-01-02 15:15:00,-33.125004650480435
2012-01-02 15:30:00,31.49816857091048
2012-01-02 15:45:00,84.04355024936632
2012-01-02 16:00:00,138.31730499418356
2012-01-02 16:15:00,240.35026665946228
2012-01-02 16:30:00,56.902845466037206
2012-01-02 16:45:00,-128.38130278260164
2012-01-02 17:00:00,-200
2012-01-02 17:15:00,-200
2012-01-02 17:30:00,-200
2012-01-02 17:45:00,-29.929352747341056
2012-01-02 18:00:00,-178.7642821281892
2012-01-02 18:15:00,-200
2012-01-02 18:30:00,-121.95662369503788
2012-01-02 18:45:00,-200
2012-01-02 19:00:00,-200
2012-01-02 19:15:00,-87.98618877193843
2012-01-02 19:30:00,-122.00456792736506
2012-01-02 19:45:00,-200
2012-01-02 20:00:00,-200
2012-01-02 20:15:00,-102.86481797223007
2012-01-02 20:30:00,-200
2012-01-02 20:45:00,-200
2012-01-02 21:00:00,-1.369880849725007
2012-01-02 21:15:00,191.25915854620706
2012-01-02 21:30:00,261.3612814758615
2012-01-02 21:45:00,260.98931751538805
2012-01-02 22:00:00,398.49044397049954
2012-01-02 22:15:00,267.05623434344545
2012-01-02 22:30:00,398.86454791265044
2012-01-02 22:45:00,303.118527280772
2012-01-02 23:00:00,183.26442901676967
2012-01-02 23:15:00,183.6244501268077
2012-01-02 23:30:00,72.5451509532048
2012-01-02 23:45:00,-37.2155348928419
2012-01-03 00:00:00,-200
2012-01-03 00:15:00,-200
2012-01-03 00:30:00,-200
2012-01-03 00:45:00,-200
2012-01-03 01:00:00,-110.331806040331
2012-01-03 01:15:00,-51.63256833047558
2012-01-03 01:30:00,46.16873869807279
2012-01-03 01:45:00,142.4106952793067
2012-01-03 02:00:00,186.41523087987252
2012-01-03 02:15:00,6.996046801223059
2012-01-03 02:30:00,124.47478283503457
2012-01-03 02:45:00,196.52109376645942
2012-01-03 03:00:00,305.3061919597833
2012-01-03 03:15:00,240.00731183493292
2012-01-03 03:30:00,58.27151388871073
2012-01-03 03:45:00,-93.76614229850736
2012-01-03 04:00:00,-200
2012-01-03 04:15:00,-145.61822138129705
2012-01-03 04:30:00,-200
2012-01-03 04:45:00,-200
2012-01-03 05:00:00,-200
2012-01-03 05:15:00,-200
2012-01-03 05:30:00,-105.10171204004826
2012-01-03 05:45:00,80.92073850894042
2012-01-03 06:00:00,25.970971256740427
2012-01-03 06:15:00,70.49566141856567
2012-01-03 06:30:00,241.23784894392722
2012-01-03 06:45:00,258.3597116465204
2012-01-03 07:00:00,232.70160848700652
2012-01-03 07:15:00,187.29575493863817
2012-01-03 07:30:00,37.483493349601105
2012-01-03 07:45:00,14.924124674988803
2012-01-03 08:00:00,-132.83531001790251
2012-01-03 08:15:00,-63.06222086672287
2012-01-03 08:30:00,16.82362953433139
2012-01-03 08:45:00,-10.86180968464177
2012-01-03 09:00:00,-45.63044063827124
2012-01-03 09:15:00,111.08817797687732
2012-01-03 09:30:00,-6.378332980008665
2012-01-03 09:45:00,104.57697212374661
2012-01-03 10:00:00,130.23066664223973
2012-01-03 10:15:00,-37.21519553985419
2012-01-03 10:30:00,113.8792625586087
2012-01-03 10:45:00,-79.99234863115501
2012-01-03 11:00:00,72.09394382577207
2012-01-03 11:15:00,129.7156085262342
2012-01-03 11:30:00,285.4748043524978
2012-01-03 11:45:00,115.9023916074558
2012-01-03 12:00:00,1.1203860848559657
2012-01-03 12:15:00,123.48000715958744
2012-01-03 12:30:00,312.8736305081877
2012-01-03 12:45:00,390.70889634395826
2012-01-03 13:00:00,400
2012-01-03 13:15:00,400
2012-01-03 13:30:00,253.15559616036563
2012-01-03 13:45:00,400
2012-01-03 14:00:00,400
2012-01-03 14:15:00,288.98875864671675
2012-01-03 14:30:00,376.7935520365679
2012-01-03 14:45:00,400
2012-01-03 15:00:00,266.9009217047999
2012-01-03 15:15:00,331.6639794209893
2012-01-03 15:30:00,398.5430194464296
2012-01-03 15:45:00,365.0630397776263
2012-01-03 16:00:00,233.66121678539156
2012-01-03 16:15:00,272.33274189542294
2012-01-03 16:30:00,212.04675237763487
2012-01-03 16:45:00,295.00923404600405
2012-01-03 17:00:00,400
2012-01-03 17:15:00,331.4766332225801
2012-01-03 17:30:00,329.30761227863263
2012-01-03 17:45:00,196.9232373036963
2012-01-03 18:00:00,180.58964241498887
2012-01-03 18:15:00,313.54626811721363
2012-01-03 18:30:00,316.21175896234035
2012-01-03 18:45:00,377.45887303132366
2012-01-03 19:00:00,310.9205081608188
