Electrolyser_data
time,flow2e
2012-01-01 00:00:00,137.48766881142166
2012-01-01 00:15:00,109.79798083351727
2012-01-01 00:30:00,121.44512983661775
2012-01-01 00:45:00,104.90291488630538
2012-01-01 01:00:00,115.8164433760864
2012-01-01 01:15:00,150
2012-01-01 01:30:00,122.36300290197141
2012-01-01 01:45:00,83.44121135631288
2012-01-01 02:00:00,68.19589085398543
2012-01-01 02:15:00,80.05851161759304
2012-01-01 02:30:00,97.17038743391207
2012-01-01 02:45:00,59.831345471842916
2012-01-01 03:00:00,63.81985892771446
2012-01-01 03:15:00,65.90651210858772
2012-01-01 03:30:00,112.11382680917824
2012-01-01 03:45:00,95.12643109872232
2012-01-01 04:00:00,134.5526003966985
2012-01-01 04:15:00,134.86174150467716
2012-01-01 04:30:00,143.05944097905046
2012-01-01 04:45:00,150
2012-01-01 05:00:00,150
2012-01-01 05:15:00,145.33566498252813
2012-01-01 05:30:00,150
2012-01-01 05:45:00,126.75378650507255
2012-01-01 06:00:00,146.45497355778826
2012-01-01 06:15:00,150
2012-01-01 06:30:00,150
2012-01-01 06:45:00,143.64057623585995
2012-01-01 07:00:00,102.00850732219061
2012-01-01 07:15:00,63.57098564671422
2012-01-01 07:30:00,47.47880367233197
2012-01-01 07:45:00,28.94713572217039
2012-01-01 08:00:00,19.504885992341922
2012-01-01 08:15:00,46.549539440923965
2012-01-01 08:30:00,50.18742885363085
2012-01-01 08:45:00,49.485821459480135
2012-01-01 09:00:00,36.86733673777832
2012-01-01 09:15:00,28.883209428595066
2012-01-01 09:30:00,21.811863288626995
2012-01-01 09:45:00,3.716432852299686
2012-01-01 10:00:00,44.32710694937903
2012-01-01 10:15:00,6.39718420055388
2012-01-01 10:30:00,0
2012-01-01 10:45:00,4.081749623374009
2012-01-01 11:00:00,38.52430484502561
2012-01-01 11:15:00,35.16115704833777
2012-01-01 11:30:00,45.02717598172749
2012-01-01 11:45:00,76.11692468740796
2012-01-01 12:00:00,78.9019734601292
2012-01-01 12:15:00,38.696736895725344
2012-01-01 12:30:00,60.716358521710255
2012-01-01 12:45:00,87.71615697360309
2012-01-01 13:00:00,79.61729084419578
2012-01-01 13:15:00,82.01327967788976
2012-01-01 13:30:00,101.10062989273793
2012-01-01 13:45:00,91.52019735562605
2012-01-01 14:00:00,54.1701660786102
2012-01-01 14:15:00,81.30291110014244
2012-01-01 14:30:00,89.91765061933437
2012-01-01 14:45:00,115.849380053771
2012-01-01 15:00:00,76.53663530785903
2012-01-01 15:15:00,100.23357437741092
2012-01-01 15:30:00,50.49060972309917
2012-01-01 15:45:00,54.2847191698279
2012-01-01 16:00:00,87.0326524395262
2012-01-01 16:15:00,57.91498856618544
2012-01-01 16:30:00,72.74619042105809
2012-01-01 16:45:00,78.16317793093027
2012-01-01 17:00:00,99.94957179006113
2012-01-01 17:15:00,118.01282925997026
2012-01-01 17:30:00,116.72392520723155
2012-01-01 17:45:00,135.75118292087808
2012-01-01 18:00:00,150
2012-01-01 18:15:00,150
2012-01-01 18:30:00,119.8982011522733
2012-01-01 18:45:00,150
2012-01-01 19:00:00,150
2012-01-01 19:15:00,136.3500489946526
2012-01-01 19:30:00,135.91142676323736
2012-01-01 19:45:00,120.50599863437303
2012-01-01 20:00:00,139.82650290775752
2012-01-01 20:15:00,114.65374505537349
2012-01-01 20:30:00,95.3479317278574
2012-01-01 20:45:00,132.6562393921829
2012-01-01 21:00:00,96.12122158858699
2012-01-01 21:15:00,78.44274296584774
2012-01-01 21:30:00,38.104263584275095
2012-01-01 21:45:00,73.84769401825486
2012-01-01 22:00:00,96.40761875257304
2012-01-01 22:15:00,87.93671311679034
2012-01-01 22:30:00,90.58890134143498
2012-01-01 22:45:00,42.60815720486338
2012-01-01 23:00:00,7.377817957603412
2012-01-01 23:15:00,0
2012-01-01 23:30:00,0
2012-01-01 23:45:00,0
2012-01-02 00:00:00,1.4109321789238933
2012-01-02 00:15:00,43.11695862673519
2012-01-02 00:30:00,16.84222548334089
2012-01-02 00:45:00,30.19454435119797
2012-01-02 01:00:00,73.68629452849163
2012-01-02 01:15:00,64.0363914250009
2012-01-02 01:30:00,55.88824897746582
2012-01-02 01:45:00,72.73459561837831
2012-01-02 02:00:00,48.26540536399561
2012-01-02 02:15:00,90.32094512274259
2012-01-02 02:30:00,132.09637798013588
2012-01-02 02:45:00,120.81632208727876
2012-01-02 03:00:00,82.4071305771834
2012-01-02 03:15:00,46.13513050983726
2012-01-02 03:30:00,25.019273045055154
2012-01-02 03:45:00,68.31980670353978
2012-01-02 04:00:00,69.75425138149794
2012-01-02 04:15:00,92.21348951662428
2012-01-02 04:30:00,79.57027278798222
2012-01-02 04:45:00,87.63071636895853
2012-01-02 05:00:00,53.483302321864656
2012-01-02 05:15:00,34.42494010535398
2012-01-02 05:30:00,39.15209987644813
2012-01-02 05:45:00,25.628703220320006
2012-01-02 06:00:00,37.458743828799115
2012-01-02 06:15:00,57.5883077122011
2012-01-02 06:30:00,89.50811334122528
2012-01-02 06:45:00,99.02740285515428
2012-01-02 07:00:00,84.08987291140679
2012-01-02 07:15:00,110.13647267977187
2012-01-02 07:30:00,94.74371560944292
2012-01-02 07:45:00,90.68740019164017
2012-01-02 08:00:00,98.03171661168925
2012-01-02 08:15:00,125.39304681329983
2012-01-02 08:30:00,102.8593054467452
2012-01-02 08:45:00,105.00863473452259
