Qstorage_s_data
time,flow2qs
2012-01-01 00:00:00,-19.143559896475665
2012-01-01 00:15:00,-99.42370744399857
2012-01-01 00:30:00,-27.00069645751283
2012-01-01 00:45:00,-124.00531860047207
2012-01-01 01:00:00,28.012958294782976
2012-01-01 01:15:00,-94.23344330207038
2012-01-01 01:30:00,-12.905846925483047
2012-01-01 01:45:00,41.348603097293164
2012-01-01 02:00:00,238.87543693130385
2012-01-01 02:15:00,398.14474558855704
2012-01-01 02:30:00,400
2012-01-01 02:45:00,400
2012-01-01 03:00:00,252.3402304976088
2012-01-01 03:15:00,380.1454830261803
2012-01-01 03:30:00,400
2012-01-01 03:45:00,400
2012-01-01 04:00:00,206.78427024477236
2012-01-01 04:15:00,257.75052951223165
2012-01-01 04:30:00,144.43940298867923
2012-01-01 04:45:00,2.784815661295056
2012-01-01 05:00:00,196.3163942261461
2012-01-01 05:15:00,105.74496993668271
2012-01-01 05:30:00,-37.85795347507636
2012-01-01 05:45:00,53.311380163320536
2012-01-01 06:00:00,80.87413729370465
2012-01-01 06:15:00,-23.727376592139876
2012-01-01 06:30:00,-20.82075397124899
2012-01-01 06:45:00,59.86944077727995
2012-01-01 07:00:00,216.3368692425597
2012-01-01 07:15:00,299.7132652098019
2012-01-01 07:30:00,128.53941163115064
2012-01-01 07:45:00,135.68283511557095
2012-01-01 08:00:00,117.11136109560417
2012-01-01 08:15:00,285.346269436052
2012-01-01 08:30:00,400
2012-01-01 08:45:00,300.19817918443334
2012-01-01 09:00:00,187.6096719922991
2012-01-01 09:15:00,20.469391728111276
2012-01-01 09:30:00,-65.38587226480271
2012-01-01 09:45:00,61.39390697858184
2012-01-01 10:00:00,-6.6697588443415725
2012-01-01 10:15:00,85.68644977513338
2012-01-01 10:30:00,-56.04442897552423
2012-01-01 10:45:00,-163.92143238663994
2012-01-01 11:00:00,-32.959644793798304
2012-01-01 11:15:00,-50.955783267964875
2012-01-01 11:30:00,-40.06805309529739
2012-01-01 11:45:00,-119.96411697299501
