H2demand_ev_data
time,h2demand
2012-01-01 00:00:00,1.4323152063943951
2012-01-01 00:15:00,1.3048543112324094
2012-01-01 00:30:00,1.253570441511392
2012-01-01 00:45:00,1.423393629455746
2012-01-01 01:00:00,1.4271511651100268
2012-01-01 01:15:00,1.6540082825047762
2012-01-01 01:30:00,1.5765772608892468
2012-01-01 01:45:00,1.69316047538828
2012-01-01 02:00:00,1.5339875680154424
2012-01-01 02:15:00,1.790379784783111
2012-01-01 02:30:00,1.4967281761558149
2012-01-01 02:45:00,1.3606070600896065
2012-01-01 03:00:00,1.3005668542428381
2012-01-01 03:15:00,1.2007945095508574
2012-01-01 03:30:00,1.0511124615138185
2012-01-01 03:45:00,0.897666797715714
2012-01-01 04:00:00,0.8058832615673578
2012-01-01 04:15:00,1.0367251915997266
2012-01-01 04:30:00,1.1435857424989584
2012-01-01 04:45:00,1.3716316355068447
2012-01-01 05:00:00,1.6224000490083763
2012-01-01 05:15:00,1.345423314072813
2012-01-01 05:30:00,1.3495320978120648
2012-01-01 05:45:00,1.5168375201219988
2012-01-01 06:00:00,1.7674926771773065
2012-01-01 06:15:00,1.80726778482176
2012-01-01 06:30:00,1.9775606885056964
2012-01-01 06:45:00,1.7017850657897484
2012-01-01 07:00:00,1.997962466118853
2012-01-01 07:15:00,1.7890285654857259
2012-01-01 07:30:00,2
2012-01-01 07:45:00,1.7570308652678852
2012-01-01 08:00:00,1.5601237198799203
2012-01-01 08:15:00,1.5018535322779931
2012-01-01 08:30:00,1.2292299749051192
2012-01-01 08:45:00,1.3707262537445486
2012-01-01 09:00:00,1.532558296860098
2012-01-01 09:15:00,1.3548741180625066
2012-01-01 09:30:00,1.6236295669732237
2012-01-01 09:45:00,1.485949022080728
2012-01-01 10:00:00,1.7234394129791708
2012-01-01 10:15:00,1.7772765318950277
2012-01-01 10:30:00,1.9066054906273182
2012-01-01 10:45:00,2
2012-01-01 11:00:00,2
2012-01-01 11:15:00,2
2012-01-01 11:30:00,1.978874088853307
2012-01-01 11:45:00,1.7133233505696357
2012-01-01 12:00:00,1.747504299327209
2012-01-01 12:15:00,1.5176068761962507
2012-01-01 12:30:00,1.3843230454985735
2012-01-01 12:45:00,1.412527521681797
2012-01-01 13:00:00,1.188291683359873
2012-01-01 13:15:00,1.0506407514715865
2012-01-01 13:30:00,0.8459814348827679
2012-01-01 13:45:00,0.6307515729010988
2012-01-01 14:00:00,0.5165552769030284
2012-01-01 14:15:00,0.5662755775413506
2012-01-01 14:30:00,0.6667012597478026
2012-01-01 14:45:00,0.537264733347143
2012-01-01 15:00:00,0.5399490658897989
2012-01-01 15:15:00,0.6459039703012003
2012-01-01 15:30:00,0.35908745878617565
2012-01-01 15:45:00,0.09320858367162038
2012-01-01 16:00:00,0
2012-01-01 16:15:00,0.25979431495320066
2012-01-01 16:30:00,0.04791274237937437
2012-01-01 16:45:00,0.19454328681218125
2012-01-01 17:00:00,0.3785175153148805
2012-01-01 17:15:00,0.6111830023754083
2012-01-01 17:30:00,0.644983870675493
2012-01-01 17:45:00,0.5109014349941342
2012-01-01 18:00:00,0.6297199239726294
2012-01-01 18:15:00,0.5562374202755747
2012-01-01 18:30:00,0.5337163644801054
2012-01-01 18:45:00,0.26509360565327755
2012-01-01 19:00:00,0.4068704223373735
2012-01-01 19:15:00,0.6510962469793297
2012-01-01 19:30:00,0.6767621012137972
2012-01-01 19:45:00,0.8020175633086963
2012-01-01 20:00:00,0.7653016423594481
2012-01-01 20:15:00,0.6461733006122912
2012-01-01 20:30:00,0.37485540774622844
2012-01-01 20:45:00,0.091035326376676
2012-01-01 21:00:00,0.06738077067220688
2012-01-01 21:15:00,0
2012-01-01 21:30:00,0.07479619110980817
2012-01-01 21:45:00,0.1225887298588269
2012-01-01 22:00:00,0.2957645507827281
2012-01-01 22:15:00,0.5363407739269523
2012-01-01 22:30:00,0.58805114334554
2012-01-01 22:45:00,0.8283511010105369
2012-01-01 23:00:00,1.0128545040248953
2012-01-01 23:15:00,1.1981860733455962
2012-01-01 23:30:00,1.1697147270051504
2012-01-01 23:45:00,1.3050449452456112
2012-01-02 00:00:00,1.0400410713072827
2012-01-02 00:15:00,1.0002306899904956
2012-01-02 00:30:00,1.1737095087790168
2012-01-02 00:45:00,1.0507830909364508
2012-01-02 01:00:00,0.7980945419023902
2012-01-02 01:15:00,0.9714008996700931
2012-01-02 01:30:00,0.7477467970965787
2012-01-02 01:45:00,0.9447996526764483
2012-01-02 02:00:00,0.8025531801794845
2012-01-02 02:15:00,1.1002480126686802
2012-01-02 02:30:00,0.8665781759691351
2012-01-02 02:45:00,0.6587590896419222
2012-01-02 03:00:00,0.5626656834498567
2012-01-02 03:15:00,0.8231049693120354
2012-01-02 03:30:00,0.868164627875675
2012-01-02 03:45:00,1.056160955351313
2012-01-02 04:00:00,1.2612478955616169
2012-01-02 04:15:00,1.026739208347646
2012-01-02 04:30:00,0.9519210605128172
2012-01-02 04:45:00,1.189225109027402
2012-01-02 05:00:00,1.3310033752433847
2012-01-02 05:15:00,1.4516872486892651
2012-01-02 05:30:00,1.3077126622534256
2012-01-02 05:45:00,1.1241790734288535
2012-01-02 06:00:00,1.2445562037974576
2012-01-02 06:15:00,1.1715648121133153
2012-01-02 06:30:00,1.0237403822835405
2012-01-02 06:45:00,1.1718162946427704
2012-01-02 07:00:00,1.4027062612739842
2012-01-02 07:15:00,1.103552507865702
2012-01-02 07:30:00,1.1747029236290971
2012-01-02 07:45:00,1.315498602691807
2012-01-02 08:00:00,1.3600507168569866
2012-01-02 08:15:00,1.5174373833892547
2012-01-02 08:30:00,1.403812479669454
2012-01-02 08:45:00,1.54188653438979
2012-01-02 09:00:00,1.774881876171096
2012-01-02 09:15:00,1.4934853434670512
2012-01-02 09:30:00,1.330418308611955
2012-01-02 09:45:00,1.3647420762208644
2012-01-02 10:00:00,1.2167394074927163
2012-01-02 10:15:00,1.292606342696401
2012-01-02 10:30:00,1.077806832602038
2012-01-02 10:45:00,1.2221739322098248
2012-01-02 11:00:00,1.2366227215191727
2012-01-02 11:15:00,1.261662031769607
2012-01-02 11:30:00,1.372325647486198
2012-01-02 11:45:00,1.2687796038177663
2012-01-02 12:00:00,1.109230652944002
2012-01-02 12:15:00,1.2134107478388223
2012-01-02 12:30:00,0.9922655694617335
2012-01-02 12:45:00,1.1032179670078883
2012-01-02 13:00:00,1.2289875046280698
2012-01-02 13:15:00,1.2674616829673981
2012-01-02 13:30:00,1.2929949229519495
2012-01-02 13:45:00,1.486221950299792
2012-01-02 14:00:00,1.6016695498256632
2012-01-02 14:15:00,1.66048582787651
2012-01-02 14:30:00,1.7893622684487538
2012-01-02 14:45:00,1.826524438002698
2012-01-02 15:00:00,2
2012-01-02 15:15:00,1.88999414209229
2012-01-02 15:30:00,2
2012-01-02 15:45:00,1.722403462638861
2012-01-02 16:00:00,1.6530310362057412
2012-01-02 16:15:00,1.5514566365501634
2012-01-02 16:30:00,1.316086767694451
2012-01-02 16:45:00,1.293097584116518
2012-01-02 17:00:00,1.3146394378049984
2012-01-02 17:15:00,1.26657421456827
2012-01-02 17:30:00,1.064866144554426
2012-01-02 17:45:00,1.2830255505794916
2012-01-02 18:00:00,1.5741184687668373
2012-01-02 18:15:00,1.360486497885073
2012-01-02 18:30:00,1.1351009861151073
2012-01-02 18:45:00,0.8603963433153441
