H2product_data
time,h2product
2012-01-01 00:00:00,0.6732880640145711
2012-01-01 00:15:00,0.4109041301441899
2012-01-01 00:30:00,0.4048962509146338
2012-01-01 00:45:00,0.35384909418332194
2012-01-01 01:00:00,0.24006725875209015
2012-01-01 01:15:00,0.390159826105519
2012-01-01 01:30:00,0.15886195816782211
2012-01-01 01:45:00,0.3008562100962774
2012-01-01 02:00:00,0.33082995861495146
2012-01-01 02:15:00,0.3990232745831795
2012-01-01 02:30:00,0.23981758206557793
2012-01-01 02:45:00,0
2012-01-01 03:00:00,0.06623079848537933
2012-01-01 03:15:00,0.294938747263504
2012-01-01 03:30:00,0.3711989358964488
2012-01-01 03:45:00,0.13002664084754
2012-01-01 04:00:00,0
2012-01-01 04:15:00,0
2012-01-01 04:30:00,0.012535129373925868
2012-01-01 04:45:00,0.05240666833515539
2012-01-01 05:00:00,0
2012-01-01 05:15:00,0
2012-01-01 05:30:00,0.22186305357499864
2012-01-01 05:45:00,0.2863226435637423
2012-01-01 06:00:00,0.009090546768523389
2012-01-01 06:15:00,0.2854675399923699
2012-01-01 06:30:00,0.3952341944668944
2012-01-01 06:45:00,0.5289238278384998
2012-01-01 07:00:00,0.42909565917697773
2012-01-01 07:15:00,0.1487306143493916
2012-01-01 07:30:00,0.04096407678821948
2012-01-01 07:45:00,0.04748009905678327
2012-01-01 08:00:00,0
2012-01-01 08:15:00,0
2012-01-01 08:30:00,0.01692794582367463
2012-01-01 08:45:00,0
2012-01-01 09:00:00,0.21758576874230723
2012-01-01 09:15:00,0.2764937025138927
2012-01-01 09:30:00,0.14812514933812895
2012-01-01 09:45:00,0.1897256944700997
2012-01-01 10:00:00,0.42221820642176955
2012-01-01 10:15:00,0.6232251110183338
2012-01-01 10:30:00,0.473425530113893
2012-01-01 10:45:00,0.6864441175269171
2012-01-01 11:00:00,0.42225735997558983
2012-01-01 11:15:00,0.2541243773757489
2012-01-01 11:30:00,0.07141941825325618
2012-01-01 11:45:00,0
2012-01-01 12:00:00,0
2012-01-01 12:15:00,0.293296643198148
2012-01-01 12:30:00,0.5397703760669179
2012-01-01 12:45:00,0.5225336290026767
2012-01-01 13:00:00,0.7351674394927272
2012-01-01 13:15:00,0.6654270913885452
2012-01-01 13:30:00,0.7690697850291438
2012-01-01 13:45:00,0.8690421596504889
2012-01-01 14:00:00,0.7229731982930816
2012-01-01 14:15:00,0.8252186704275651
2012-01-01 14:30:00,0.8474069729381242
2012-01-01 14:45:00,0.8803339244622903
2012-01-01 15:00:00,0.6526108907019317
2012-01-01 15:15:00,0.9425209603155906
2012-01-01 15:30:00,0.863665286775341
2012-01-01 15:45:00,0.7884752463440963
2012-01-01 16:00:00,0.9925351184138598
2012-01-01 16:15:00,0.9435892458729204
2012-01-01 16:30:00,0.8316902121096317
2012-01-01 16:45:00,1.0196579627636857
2012-01-01 17:00:00,1.1221312098302847
2012-01-01 17:15:00,1.373472528998758
2012-01-01 17:30:00,1.159521323965297
2012-01-01 17:45:00,0.995274110267989
2012-01-01 18:00:00,1.147055441501529
2012-01-01 18:15:00,1.1221553989037
2012-01-01 18:30:00,0.8277249832618446
2012-01-01 18:45:00,0.8166828321562691
2012-01-01 19:00:00,0.999797607884401
2012-01-01 19:15:00,1.0639836807558374
2012-01-01 19:30:00,1.3098942991182572
2012-01-01 19:45:00,1.6008249699414432
2012-01-01 20:00:00,1.7214912284404127
2012-01-01 20:15:00,1.9434961851900254
2012-01-01 20:30:00,1.7444192991405654
2012-01-01 20:45:00,1.8166347827408174
2012-01-01 21:00:00,1.8583972614627047
2012-01-01 21:15:00,2
2012-01-01 21:30:00,1.7317513480539117
2012-01-01 21:45:00,1.9635014899331389
2012-01-01 22:00:00,1.9046599554380748
2012-01-01 22:15:00,1.7586630785880193
2012-01-01 22:30:00,1.9089813135668874
2012-01-01 22:45:00,1.8232007556241985
2012-01-01 23:00:00,1.713768361682689
2012-01-01 23:15:00,1.6241169424928046
2012-01-01 23:30:00,1.3744077161577462
2012-01-01 23:45:00,1.5066491769828299
2012-01-02 00:00:00,1.4390642127772857
2012-01-02 00:15:00,1.5546946177512748
2012-01-02 00:30:00,1.3162822129333014
