Fuelcell_data
time,h2_consume
2012-01-01 00:00:00,0.23453529941099815
2012-01-01 00:15:00,0.22121422764516363
2012-01-01 00:30:00,0.2300906233046954
2012-01-01 00:45:00,0.20339869728766943
2012-01-01 01:00:00,0.17922230887843021
2012-01-01 01:15:00,0.15760021131232643
2012-01-01 01:30:00,0.16766225746796798
2012-01-01 01:45:00,0.18046161825203313
2012-01-01 02:00:00,0.1928582106821195
2012-01-01 02:15:00,0.22521828499015842
2012-01-01 02:30:00,0.25997438134268286
2012-01-01 02:45:00,0.28151093242827163
2012-01-01 03:00:00,0.2738472960127331
2012-01-01 03:15:00,0.2940949469392391
2012-01-01 03:30:00,0.24598835352921145
2012-01-01 03:45:00,0.25643277501979395
2012-01-01 04:00:00,0.24907899221775825
2012-01-01 04:15:00,0.29772942534542185
2012-01-01 04:30:00,0.2510360519264961
2012-01-01 04:45:00,0.20501877221267023
2012-01-01 05:00:00,0.15858284983544366
2012-01-01 05:15:00,0.1982791560148201
2012-01-01 05:30:00,0.2436077910160579
2012-01-01 05:45:00,0.28906966281234114
2012-01-01 06:00:00,0.30025242318739986
2012-01-01 06:15:00,0.26003037093192577
2012-01-01 06:30:00,0.25541323746701067
2012-01-01 06:45:00,0.2380983156792923
2012-01-01 07:00:00,0.1929753012711953
2012-01-01 07:15:00,0.21759476233218294
2012-01-01 07:30:00,0.2334862508704821
2012-01-01 07:45:00,0.2137124155260476
2012-01-01 08:00:00,0.17839618124513945
2012-01-01 08:15:00,0.19906626709719916
2012-01-01 08:30:00,0.22312357653302212
2012-01-01 08:45:00,0.18607405132905838
2012-01-01 09:00:00,0.21700366895874185
2012-01-01 09:15:00,0.24358963168861786
2012-01-01 09:30:00,0.2707071127118196
2012-01-01 09:45:00,0.31464842686593286
2012-01-01 10:00:00,0.280090249117719
2012-01-01 10:15:00,0.3184733536025488
2012-01-01 10:30:00,0.32817489966103175
2012-01-01 10:45:00,0.3383431622071855
2012-01-01 11:00:00,0.3586513404683326
2012-01-01 11:15:00,0.36573055732478327
2012-01-01 11:30:00,0.3495316890974357
2012-01-01 11:45:00,0.36343833614356463
2012-01-01 12:00:00,0.3374096501716043
2012-01-01 12:15:00,0.3383501305152785
2012-01-01 12:30:00,0.30643974319353084
2012-01-01 12:45:00,0.30873090324450253
2012-01-01 13:00:00,0.3133574438333593
2012-01-01 13:15:00,0.33933988684927524
2012-01-01 13:30:00,0.37097439106459085
2012-01-01 13:45:00,0.321035930359563
2012-01-01 14:00:00,0.28681706963388276
2012-01-01 14:15:00,0.3293744397077495
2012-01-01 14:30:00,0.3166088134570316
2012-01-01 14:45:00,0.3068281094750281
2012-01-01 15:00:00,0.3294502945922153
2012-01-01 15:15:00,0.3689073955294875
2012-01-01 15:30:00,0.33978679883173085
2012-01-01 15:45:00,0.29452281362467403
2012-01-01 16:00:00,0.27704970668389856
2012-01-01 16:15:00,0.2525330867988267
2012-01-01 16:30:00,0.21589833087516266
2012-01-01 16:45:00,0.25557905668456016
2012-01-01 17:00:00,0.29716270721656224
2012-01-01 17:15:00,0.33710938983089267
2012-01-01 17:30:00,0.3781633126196818
2012-01-01 17:45:00,0.4
2012-01-01 18:00:00,0.4
2012-01-01 18:15:00,0.4
2012-01-01 18:30:00,0.4
2012-01-01 18:45:00,0.350554840011346
2012-01-01 19:00:00,0.4
2012-01-01 19:15:00,0.4
2012-01-01 19:30:00,0.3617488190679116
2012-01-01 19:45:00,0.380648367538353
2012-01-01 20:00:00,0.34296396797817247
2012-01-01 20:15:00,0.31367761672542854
2012-01-01 20:30:00,0.27081694182475335
2012-01-01 20:45:00,0.2968293165671323
2012-01-01 21:00:00,0.30595232883759577
2012-01-01 21:15:00,0.29056744366044845
2012-01-01 21:30:00,0.32639499364130964
2012-01-01 21:45:00,0.3701474553574585
2012-01-01 22:00:00,0.3544618390160715
2012-01-01 22:15:00,0.32830354829242725
2012-01-01 22:30:00,0.29793819008341077
2012-01-01 22:45:00,0.316065323384153
2012-01-01 23:00:00,0.3618604104955304
2012-01-01 23:15:00,0.34911758531459125
2012-01-01 23:30:00,0.30295810448034804
2012-01-01 23:45:00,0.30624258133974286
2012-01-02 00:00:00,0.34701121297684073
2012-01-02 00:15:00,0.38168840899425477
2012-01-02 00:30:00,0.392685272727524
2012-01-02 00:45:00,0.39644713085185146
2012-01-02 01:00:00,0.4
2012-01-02 01:15:00,0.39416416786117847
2012-01-02 01:30:00,0.34790706295197615
2012-01-02 01:45:00,0.29885773421696493
2012-01-02 02:00:00,0.3212001848619981
2012-01-02 02:15:00,0.34335564567482924
2012-01-02 02:30:00,0.3790744162037075
2012-01-02 02:45:00,0.39759346323889766
2012-01-02 03:00:00,0.4
2012-01-02 03:15:00,0.3769583477832595
2012-01-02 03:30:00,0.4
2012-01-02 03:45:00,0.38427884218253483
2012-01-02 04:00:00,0.4
2012-01-02 04:15:00,0.3714051069189583
2012-01-02 04:30:00,0.34311263987595864
2012-01-02 04:45:00,0.3246068571394161
2012-01-02 05:00:00,0.3697111613315149
2012-01-02 05:15:00,0.3297450508707457
2012-01-02 05:30:00,0.30387528949254655
2012-01-02 05:45:00,0.300559299616614
2012-01-02 06:00:00,0.34539974578876254
2012-01-02 06:15:00,0.3394151100028673
2012-01-02 06:30:00,0.3174390266084266
2012-01-02 06:45:00,0.3050987599870741
2012-01-02 07:00:00,0.26333143112647084
2012-01-02 07:15:00,0.237987058831426
2012-01-02 07:30:00,0.2621814853454135
2012-01-02 07:45:00,0.29386884163714
2012-01-02 08:00:00,0.32663552963490866
2012-01-02 08:15:00,0.3045095715362683
2012-01-02 08:30:00,0.27838734856833236
2012-01-02 08:45:00,0.26017098582547166
2012-01-02 09:00:00,0.3023891633469185
2012-01-02 09:15:00,0.280808068693991
2012-01-02 09:30:00,0.2800811861068059
2012-01-02 09:45:00,0.2637045862571963
2012-01-02 10:00:00,0.26184026951113953
2012-01-02 10:15:00,0.2971214723545336
2012-01-02 10:30:00,0.27424225798597446
2012-01-02 10:45:00,0.2572849709200331
2012-01-02 11:00:00,0.25222586525197427
