Qdemand_r_data
time,qdemand
2012-01-01 00:00:00,196.87127664051417
2012-01-01 00:15:00,165.52290698882592
2012-01-01 00:30:00,176.99953877672047
2012-01-01 00:45:00,127.57911854209038
2012-01-01 01:00:00,93.86214682851872
2012-01-01 01:15:00,128.17996613167284
2012-01-01 01:30:00,153.49983517491805
2012-01-01 01:45:00,156.58790911300753
2012-01-01 02:00:00,120.03567377953279
2012-01-01 02:15:00,148.0002305070434
2012-01-01 02:30:00,153.44380688007988
2012-01-01 02:45:00,141.67996195643448
2012-01-01 03:00:00,152.37997501586653
2012-01-01 03:15:00,137.47445835944058
2012-01-01 03:30:00,101.47919437966218
2012-01-01 03:45:00,70.15723795349827
2012-01-01 04:00:00,71.57443037961878
2012-01-01 04:15:00,65.94748623575056
2012-01-01 04:30:00,111.76756382341222
2012-01-01 04:45:00,130.2016141368817
2012-01-01 05:00:00,148.8633198304265
2012-01-01 05:15:00,195.56475141136713
2012-01-01 05:30:00,189.65035333361854
2012-01-01 05:45:00,175.6431080694751
2012-01-01 06:00:00,184.94814410679535
2012-01-01 06:15:00,165.9696926486077
2012-01-01 06:30:00,170.49582970434653
2012-01-01 06:45:00,132.40280396119408
2012-01-01 07:00:00,149.75412375190015
2012-01-01 07:15:00,147.53214204905657
2012-01-01 07:30:00,144.4600390979448
2012-01-01 07:45:00,126.21610995737115
2012-01-01 08:00:00,91.93873050343669
2012-01-01 08:15:00,130.4744987698047
2012-01-01 08:30:00,128.44931928468793
2012-01-01 08:45:00,147.44166106761259
2012-01-01 09:00:00,131.4886782857902
2012-01-01 09:15:00,89.75188661667082
2012-01-01 09:30:00,43.246868119459215
2012-01-01 09:45:00,20.83670368157504
2012-01-01 10:00:00,13.232235362453995
2012-01-01 10:15:00,0
2012-01-01 10:30:00,0
2012-01-01 10:45:00,39.534224623963595
2012-01-01 11:00:00,35.241577855153444
2012-01-01 11:15:00,49.696851089327374
2012-01-01 11:30:00,39.57725743582729
2012-01-01 11:45:00,40.08425932191162
2012-01-01 12:00:00,3.4042183579039147
2012-01-01 12:15:00,22.309367056528416
2012-01-01 12:30:00,71.9501563646433
2012-01-01 12:45:00,54.17761688294232
2012-01-01 13:00:00,71.93018021945458
2012-01-01 13:15:00,77.24674601267367
2012-01-01 13:30:00,86.6577540571279
2012-01-01 13:45:00,67.46706896897274
2012-01-01 14:00:00,85.45730392503448
2012-01-01 14:15:00,118.82858564876082
2012-01-01 14:30:00,114.59336485280375
2012-01-01 14:45:00,144.48972783658974
2012-01-01 15:00:00,181.09034855307243
2012-01-01 15:15:00,156.5656144894223
2012-01-01 15:30:00,154.39012654992098
2012-01-01 15:45:00,186.7108916403016
2012-01-01 16:00:00,144.3755202722033
2012-01-01 16:15:00,165.2306653659777
2012-01-01 16:30:00,163.33833141157893
2012-01-01 16:45:00,169.74501660785376
2012-01-01 17:00:00,120.14398308439782
2012-01-01 17:15:00,137.84245520741018
2012-01-01 17:30:00,175.70200410339766
2012-01-01 17:45:00,194.15873797866695
2012-01-01 18:00:00,178.02313745583214
2012-01-01 18:15:00,221.35110701089388
2012-01-01 18:30:00,243.35105017623252
2012-01-01 18:45:00,250.70250113044779
2012-01-01 19:00:00,223.47473751681156
2012-01-01 19:15:00,173.48626508910405
2012-01-01 19:30:00,135.53113831751648
2012-01-01 19:45:00,158.16029542703833
2012-01-01 20:00:00,196.9538602599066
2012-01-01 20:15:00,225.8364077460966
2012-01-01 20:30:00,218.38786949578434
2012-01-01 20:45:00,241.09727614056146
2012-01-01 21:00:00,242.70877590050299
2012-01-01 21:15:00,209.63814577478718
2012-01-01 21:30:00,209.7772571199361
2012-01-01 21:45:00,196.84408545228933
2012-01-01 22:00:00,199.6881194693817
2012-01-01 22:15:00,151.84263093916564
2012-01-01 22:30:00,165.68248267295147
2012-01-01 22:45:00,176.95226481216073
2012-01-01 23:00:00,155.8900981045278
2012-01-01 23:15:00,135.7150410719086
2012-01-01 23:30:00,147.53121221405675
2012-01-01 23:45:00,162.25668496392962
2012-01-02 00:00:00,129.2138312935354
2012-01-02 00:15:00,178.94451861320988
2012-01-02 00:30:00,134.8654539865202
2012-01-02 00:45:00,136.592084379558
2012-01-02 01:00:00,147.41371988768748
2012-01-02 01:15:00,188.76817740146345
2012-01-02 01:30:00,162.4838275426431
2012-01-02 01:45:00,207.89198866068543
2012-01-02 02:00:00,194.94675231887402
2012-01-02 02:15:00,190.23634058893188
2012-01-02 02:30:00,159.39437138127417
2012-01-02 02:45:00,203.48490738214826
