RTprice_data
time,buy_price,sell_price,curtail
2012-01-01 00:00:00,0.5274592363932775,0.5274592363932775,0
2012-01-01 00:15:00,0.29968906967834386,0.29968906967834386,0
2012-01-01 00:30:00,0.1845073995077518,0.1845073995077518,1
2012-01-01 00:45:00,-0.014551212909290123,-0.014551212909290123,1
2012-01-01 01:00:00,-0.21747689537041098,-0.21747689537041098,1
2012-01-01 01:15:00,-0.10039005698356745,-0.10039005698356745,1
2012-01-01 01:30:00,-0.04711336342002126,-0.04711336342002126,1
2012-01-01 01:45:00,-0.042106007221041075,-0.042106007221041075,1
2012-01-01 02:00:00,-0.11733894641872289,-0.11733894641872289,1
2012-01-01 02:15:00,-0.05565389702961232,-0.05565389702961232,1
2012-01-01 02:30:00,-0.13160698043533003,-0.13160698043533003,1
2012-01-01 02:45:00,-0.0633011272548617,-0.0633011272548617,1
2012-01-01 03:00:00,-0.2000980783621345,-0.2000980783621345,1
2012-01-01 03:15:00,-0.3,-0.3,1
2012-01-01 03:30:00,-0.11631707636085392,-0.11631707636085392,0
2012-01-01 03:45:00,0.13062176017774935,0.13062176017774935,1
2012-01-01 04:00:00,-0.06709551528729524,-0.06709551528729524,1
2012-01-01 04:15:00,-0.11220686728064477,-0.11220686728064477,1
2012-01-01 04:30:00,-0.1686474830913473,-0.1686474830913473,1
2012-01-01 04:45:00,-0.3,-0.3,1
2012-01-01 05:00:00,-0.3,-0.3,1
2012-01-01 05:15:00,-0.2742054038123023,-0.2742054038123023,1
2012-01-01 05:30:00,-0.2905267791924091,-0.2905267791924091,1
2012-01-01 05:45:00,-0.3,-0.3,1
2012-01-01 06:00:00,-0.16045408727168564,-0.16045408727168564,1
2012-01-01 06:15:00,-0.3,-0.3,1
2012-01-01 06:30:00,-0.3,-0.3,1
2012-01-01 06:45:00,-0.24693549894287115,-0.24693549894287115,1
2012-01-01 07:00:00,-0.3,-0.3,1
2012-01-01 07:15:00,-0.2588460101698431,-0.2588460101698431,1
2012-01-01 07:30:00,-0.3,-0.3,1
2012-01-01 07:45:00,-0.22843976450199555,-0.22843976450199555,1
2012-01-01 08:00:00,-0.09669475832972652,-0.09669475832972652,1
2012-01-01 08:15:00,-0.21160173888311468,-0.21160173888311468,1
2012-01-01 08:30:00,-0.3,-0.3,1
2012-01-01 08:45:00,-0.3,-0.3,1
2012-01-01 09:00:00,-0.23795320165354417,-0.23795320165354417,1
2012-01-01 09:15:00,-0.20979057273685237,-0.20979057273685237,1
2012-01-01 09:30:00,-0.21570810140363228,-0.21570810140363228,1
2012-01-01 09:45:00,-0.23007867143934663,-0.23007867143934663,1
2012-01-01 10:00:00,-0.13542658067165897,-0.13542658067165897,1
2012-01-01 10:15:00,-0.012852446052154909,-0.012852446052154909,1
2012-01-01 10:30:00,-0.2418919136643305,-0.2418919136643305,1
2012-01-01 10:45:00,-0.2062183326492023,-0.2062183326492023,1
2012-01-01 11:00:00,-0.18250146471762824,-0.18250146471762824,1
2012-01-01 11:15:00,-0.3,-0.3,1
2012-01-01 11:30:00,-0.2927369971931733,-0.2927369971931733,1
2012-01-01 11:45:00,-0.3,-0.3,1
2012-01-01 12:00:00,-0.3,-0.3,1
2012-01-01 12:15:00,-0.10504197687414546,-0.10504197687414546,1
2012-01-01 12:30:00,-0.2864087537548805,-0.2864087537548805,1
2012-01-01 12:45:00,-0.13610538758637175,-0.13610538758637175,0
2012-01-01 13:00:00,0.07204305971520825,0.07204305971520825,0
2012-01-01 13:15:00,0.07574474862221103,0.07574474862221103,1
2012-01-01 13:30:00,-0.04457853294828168,-0.04457853294828168,1
2012-01-01 13:45:00,-0.1831691595037907,-0.1831691595037907,1
2012-01-01 14:00:00,-0.05231472731252784,-0.05231472731252784,0
2012-01-01 14:15:00,0.1533699572943833,0.1533699572943833,0
2012-01-01 14:30:00,0.28619567485224917,0.28619567485224917,0
2012-01-01 14:45:00,0.299114374247734,0.299114374247734,0
2012-01-01 15:00:00,0.055372517854022196,0.055372517854022196,1
2012-01-01 15:15:00,-0.18924007845896723,-0.18924007845896723,1
2012-01-01 15:30:00,-0.3,-0.3,1
2012-01-01 15:45:00,-0.3,-0.3,1
2012-01-01 16:00:00,-0.3,-0.3,1
2012-01-01 16:15:00,-0.29917721081501647,-0.29917721081501647,1
2012-01-01 16:30:00,-0.25895759078611674,-0.25895759078611674,1
2012-01-01 16:45:00,-0.18896889961980579,-0.18896889961980579,1
2012-01-01 17:00:00,-0.11374929688197838,-0.11374929688197838,0
2012-01-01 17:15:00,0.0752521242832041,0.0752521242832041,0
2012-01-01 17:30:00,0.2686022200584486,0.2686022200584486,0
2012-01-01 17:45:00,0.5067319599357268,0.5067319599357268,0
2012-01-01 18:00:00,0.37802242825853655,0.37802242825853655,0
2012-01-01 18:15:00,0.48410594150683856,0.48410594150683856,0
2012-01-01 18:30:00,0.267038059078984,0.267038059078984,0
2012-01-01 18:45:00,0.3361263041389223,0.3361263041389223,0
2012-01-01 19:00:00,0.25197494364077727,0.25197494364077727,0
2012-01-01 19:15:00,0.38946124661590087,0.38946124661590087,0
2012-01-01 19:30:00,0.36265999340157745,0.36265999340157745,0
2012-01-01 19:45:00,0.36824170881059276,0.36824170881059276,0
2012-01-01 20:00:00,0.2931511418017194,0.2931511418017194,0
2012-01-01 20:15:00,0.4026384267228672,0.4026384267228672,0
2012-01-01 20:30:00,0.6500750493597154,0.6500750493597154,0
2012-01-01 20:45:00,0.7,0.7,0
2012-01-01 21:00:00,0.7,0.7,0
2012-01-01 21:15:00,0.7,0.7,0
2012-01-01 21:30:00,0.5567776029223432,0.5567776029223432,0
2012-01-01 21:45:00,0.5605645281957983,0.5605645281957983,0
2012-01-01 22:00:00,0.4852386924326903,0.4852386924326903,0
2012-01-01 22:15:00,0.33682569540919494,0.33682569540919494,0
2012-01-01 22:30:00,0.45643065830462,0.45643065830462,0
2012-01-01 22:45:00,0.6676943788308745,0.6676943788308745,0
2012-01-01 23:00:00,0.7,0.7,0
2012-01-01 23:15:00,0.7,0.7,0
2012-01-01 23:30:00,0.7,0.7,0
2012-01-01 23:45:00,0.7,0.7,0
2012-01-02 00:00:00,0.48762028040010175,0.48762028040010175,0
2012-01-02 00:15:00,0.5623130554726156,0.5623130554726156,0
2012-01-02 00:30:00,0.5281049223210335,0.5281049223210335,0
2012-01-02 00:45:00,0.6764580481479037,0.6764580481479037,0
2012-01-02 01:00:00,0.5312386592057967,0.5312386592057967,0
2012-01-02 01:15:00,0.32185649338834926,0.32185649338834926,0
2012-01-02 01:30:00,0.3961771981253317,0.3961771981253317,0
2012-01-02 01:45:00,0.2099436519837189,0.2099436519837189,0
2012-01-02 02:00:00,0.22980167683467612,0.22980167683467612,0
2012-01-02 02:15:00,0.10227426773060905,0.10227426773060905,0
2012-01-02 02:30:00,0.3399502319313489,0.3399502319313489,0
2012-01-02 02:45:00,0.17758678102416237,0.17758678102416237,1
2012-01-02 03:00:00,-0.041378928644557444,-0.041378928644557444,1
2012-01-02 03:15:00,-0.07754891869473474,-0.07754891869473474,1
2012-01-02 03:30:00,-0.12941351247900673,-0.12941351247900673,1
2012-01-02 03:45:00,-0.20621796563653422,-0.20621796563653422,1
2012-01-02 04:00:00,-0.3,-0.3,1
2012-01-02 04:15:00,-0.3,-0.3,1
2012-01-02 04:30:00,-0.3,-0.3,1
2012-01-02 04:45:00,-0.3,-0.3,1
2012-01-02 05:00:00,-0.1417336010885168,-0.1417336010885168,1
2012-01-02 05:15:00,-0.047160171089912606,-0.047160171089912606,1
2012-01-02 05:30:00,-0.12161742055537511,-0.12161742055537511,1
2012-01-02 05:45:00,-0.1561448789743911,-0.1561448789743911,1
2012-01-02 06:00:00,-0.296577433809765,-0.296577433809765,1
2012-01-02 06:15:00,-0.3,-0.3,1
2012-01-02 06:30:00,-0.17073712193929708,-0.17073712193929708,1
2012-01-02 06:45:00,-0.3,-0.3,1
2012-01-02 07:00:00,-0.22261294429102985,-0.22261294429102985,1
2012-01-02 07:15:00,-0.07886551326390967,-0.07886551326390967,1
2012-01-02 07:30:00,-0.11738167620077511,-0.11738167620077511,1
2012-01-02 07:45:00,-0.04190171730345549,-0.04190171730345549,0
2012-01-02 08:00:00,0.08148764854536023,0.08148764854536023,1
2012-01-02 08:15:00,-0.1415097622401581,-0.1415097622401581,1
2012-01-02 08:30:00,-0.10227570816173553,-0.10227570816173553,1
2012-01-02 08:45:00,-0.22485140232122802,-0.22485140232122802,1
2012-01-02 09:00:00,-0.3,-0.3,1
2012-01-02 09:15:00,-0.3,-0.3,1
2012-01-02 09:30:00,-0.3,-0.3,1
2012-01-02 09:45:00,-0.3,-0.3,1
2012-01-02 10:00:00,-0.17921563106904936,-0.17921563106904936,1
2012-01-02 10:15:00,-0.3,-0.3,1
2012-01-02 10:30:00,-0.09973143545905006,-0.09973143545905006,1
2012-01-02 10:45:00,-0.2681405795868935,-0.2681405795868935,1
2012-01-02 11:00:00,-0.10471865868624214,-0.10471865868624214,1
2012-01-02 11:15:00,-0.06725910876399083,-0.06725910876399083,1
2012-01-02 11:30:00,-0.2570445770646261,-0.2570445770646261,1
2012-01-02 11:45:00,-0.06892718125999475,-0.06892718125999475,1
2012-01-02 12:00:00,-0.3,-0.3,1
2012-01-02 12:15:00,-0.3,-0.3,1
2012-01-02 12:30:00,-0.2970014595652874,-0.2970014595652874,1
2012-01-02 12:45:00,-0.12979978087293131,-0.12979978087293131,1
2012-01-02 13:00:00,-0.24011218150265945,-0.24011218150265945,1
2012-01-02 13:15:00,-0.22004710930460608,-0.22004710930460608,1
2012-01-02 13:30:00,-0.0805857367919609,-0.0805857367919609,1
2012-01-02 13:45:00,-0.3,-0.3,1
2012-01-02 14:00:00,-0.3,-0.3,1
2012-01-02 14:15:00,-0.1809120441688446,-0.1809120441688446,1
2012-01-02 14:30:00,-0.20982516979003618,-0.20982516979003618,1
2012-01-02 14:45:00,-0.2306547115453691,-0.2306547115453691,1
2012-01-02 15:00:00,-0.05462285946752787,-0.05462285946752787,0
2012-01-02 15:15:00,0.08304647045121905,0.08304647045121905,0
2012-01-02 15:30:00,0.3221584904713083,0.3221584904713083,0
2012-01-02 15:45:00,0.23853420883734783,0.23853420883734783,0
2012-01-02 16:00:00,0.17558861275024662,0.17558861275024662,1
2012-01-02 16:15:00,-0.05223190937279598,-0.05223190937279598,0
2012-01-02 16:30:00,0.09797800683495539,0.09797800683495539,0
2012-01-02 16:45:00,0.01093652342782897,0.01093652342782897,1
2012-01-02 17:00:00,-0.19089575608616605,-0.19089575608616605,0
2012-01-02 17:15:00,0.03037873654889439,0.03037873654889439,0
2012-01-02 17:30:00,0.2025949052463255,0.2025949052463255,0
2012-01-02 17:45:00,0.4411192986734175,0.4411192986734175,0
2012-01-02 18:00:00,0.27278207580038755,0.27278207580038755,0
2012-01-02 18:15:00,0.3611775244614418,0.3611775244614418,0
