Load_data
time,load_0,load_1,load_2,load_3,load_4,load_5
2012-01-01 00:00:00,8.94088667259836,12.666351520196477,11.651321086507377,13.278463981855536,14.086981121376834,12.044112020651932
2012-01-01 00:15:00,7.626593766513321,12.882185908988994,10.719636061274183,12.768709910495591,12.43478673769159,14.55769661376531
2012-01-01 00:30:00,6.4946549589801315,11.128015780653367,10.216009314487561,11.554982408434759,14.000134265719538,14.897459175014072
2012-01-01 00:45:00,3.8871470394211443,12.12968621930948,10.252545144127016,13.591670843237743,13.574280996717071,13.286661657718739
2012-01-01 01:00:00,3.8932986864372996,11.274349311684777,11.953115911501008,11.600423594773806,14.169753023705187,13.01361559223902
2012-01-01 01:15:00,4.050519125804675,12.395104323935717,10.663515344275657,10.851821247565194,13.297882323385654,14.002048164810816
2012-01-01 01:30:00,5.771217855721452,14.539555227777175,10.969469651620592,11.23894520208933,13.693245389776758,12.27577905437757
2012-01-01 01:45:00,7.822331599660768,13.017929134774963,12.944023716597354,8.618657403844354,12.191684830417781,10.269527952506618
2012-01-01 02:00:00,7.024077991426353,10.873940047304604,11.353965730046077,8.220868010378831,11.522380592711347,13.036099268232087
2012-01-01 02:15:00,4.604435706401832,11.243244747485166,12.837351358235427,10.01551823984764,12.6983300392158,11.16673575320095
2012-01-01 02:30:00,3.172038217537531,9.99271299172906,14.757964783894232,8.241254107767872,12.11650894522666,9.372110299736349
2012-01-01 02:45:00,2,9.076851121525067,15.828771458551053,6.289347541634211,13.661332788792464,6.585078011782604
2012-01-01 03:00:00,3.2524539756230775,6.323299441109525,14.596180037166892,8.16603947168409,11.700560300669727,7.226174846059791
2012-01-01 03:15:00,5.794583481037953,7.725764040522813,14.312768740951434,10.893416042202112,11.234048822449326,5.184750474655224
2012-01-01 03:30:00,7.872069862862055,7.357312705788926,15.585048698372859,8.490922053875677,9.624974825994197,7.107024682122389
2012-01-01 03:45:00,10.375269674990985,7.871626863407643,14.047425181703979,7.055093252981187,10.39370127228377,8.250138492986396
2012-01-01 04:00:00,12.823834350600507,10.34072195610888,12.341979668623345,7.939036907425941,10.50147733942137,6.035255791453235
2012-01-01 04:15:00,12.777135607675076,10.291853111282414,14.881846657228003,5.738188601112714,9.554775156200076,5.642998175026191
2012-01-01 04:30:00,12.039383212439203,10.545332317059959,12.521454268566336,6.708844657861865,10.059383184407556,5.038282748705008
2012-01-01 04:45:00,11.984263411693131,11.830888532500976,9.992264896518172,5.982338015438938,12.372572747985558,5.746224621518384
2012-01-01 05:00:00,11.032084606249692,12.323434876108102,11.891789558580811,8.037448763705207,11.614926149896805,4.681739128151568
2012-01-01 05:15:00,9.346248034536092,14.847329116685692,13.248542784004655,7.528764650137561,13.9942329945299,2.2358472387058583
2012-01-01 05:30:00,9.020435820582644,12.987990149136273,15.061823774451117,5.164236358547558,11.9779967445339,4.089883501872793
2012-01-01 05:45:00,9.838144670663766,12.06824782855433,12.5556950006358,2.858728585452184,11.442367214874825,5.830757326897617
2012-01-01 06:00:00,12.177579295412608,11.148803113879955,11.4643308571965,2,12.832262665111767,5.358797708002742
2012-01-01 06:15:00,10.536281329642545,8.557463499116029,9.342874078052194,2,15.100878580742409,6.296561096120211
2012-01-01 06:30:00,13.066672035159936,8.48892171315308,9.773402030796284,3.3332437949050773,13.625533550338709,4.381291139836607
2012-01-01 06:45:00,11.854511347480935,6.615400097366114,7.983553036601597,2,16,5.782977682911401
2012-01-01 07:00:00,12.92843088944879,8.0516920980331,7.980227334709886,2,16,7.53554561807247
2012-01-01 07:15:00,15.502101104563891,5.990296767928643,7.854013299177039,2,16,7.354773567203955
2012-01-01 07:30:00,14.274127045643281,3.582819472477678,6.655191697974001,2.6962266732263678,16,7.355167829488069
2012-01-01 07:45:00,14.86822269293487,4.137305688665155,3.874458666684193,3.4405580460290386,14.503005790524231,4.756062796948397
2012-01-01 08:00:00,16,4.230438011259876,2,2,12.359373267814023,4.350126082806185
2012-01-01 08:15:00,16,6.241137520133786,2,2,12.364871003092944,5.892462832914035
2012-01-01 08:30:00,16,5.460055553555472,2,4.062616667202904,10.737036092781452,4.506945186247145
2012-01-01 08:45:00,16,2.9193612437793592,2,4.77892413676664,13.371362727311407,6.964413493787588
2012-01-01 09:00:00,14.640181834473387,3.5870797603198334,4.413504440673912,4.031098914281536,12.970692763158398,5.152966666789638
2012-01-01 09:15:00,15.527864480290999,2.905102038260732,4.470263743774577,2,11.00025743502959,6.4847072021242065
2012-01-01 09:30:00,15.534277134635175,2,7.251963397701562,3.851407827295585,9.14994812192495,6.665977021794365
2012-01-01 09:45:00,16,4.602816271357607,6.431460228959624,2.5776797846070116,9.387770329606377,6.295744965264374
2012-01-01 10:00:00,14.152002180469879,4.238149629890998,8.977917264601281,2.6258542471450026,9.152639113833008,6.009376168804853
2012-01-01 10:15:00,13.831628979531345,4.325218906653278,10.519172361070126,2,10.632500484173836,3.395626669279749
2012-01-01 10:30:00,14.717863880576804,6.758823404560874,10.192013294743155,4.400888381654115,11.22200407238406,3.5010030874939524
2012-01-01 10:45:00,14.937938603463907,8.633692922640723,10.734419265658614,2.7895207003818197,10.573254830213891,3.000271647317936
2012-01-01 11:00:00,12.161272951572908,8.579561452546615,11.118720507915977,2,9.061632197573319,4.72944192457996
2012-01-01 11:15:00,10.600746641904408,6.247335655095963,10.61334782117955,2,7.248045030695202,5.603921985891029
2012-01-01 11:30:00,8.324461462107049,4.678080679526328,8.812244014655096,3.9808760481662038,4.958025757854782,5.759872479998591
2012-01-01 11:45:00,5.814935307899521,2.8236231783981323,7.1486424371796025,4.917049558300651,3.1003659844960048,5.7990256925708055
2012-01-01 12:00:00,8.570176868476988,2.1624794750365663,4.452844153330864,6.5456582480143295,4.342072265040756,6.890694752666761
2012-01-01 12:15:00,6.410645022453949,2.8847509829824904,2.4333634128784927,8.834598286595616,5.873432683982583,9.469689794536215
2012-01-01 12:30:00,4.8445839970041,3.4366005200298737,2.042576280555548,8.294890711348984,8.580274215111672,6.801537945262972
2012-01-01 12:45:00,2.970702916346111,2,2,6.839569496029441,8.924538149026093,8.347040342341185
2012-01-01 13:00:00,3.7629973460241,2,2.181972887606402,4.442728695151499,7.376420034289298,9.077502991999431
2012-01-01 13:15:00,3.560388598705894,3.6594706865093958,2,5.091766133219718,8.04352274561726,11.44008775906395
